CD8A,IFNG,PDLIM1,CTLA4,GZMK,CD4,CCR7,PERP,MAPK1,0
2.30818744307459,1.30254710881525,1.4,0.2,0.2,0.773142510418716,0.2,0.551674964890375,1.51815821215534,0
